timestamp;test-class;test-method;time;description;result
2021-08-25 11:31:59.524;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatenegative;6001;[12] recordIndex=0, spam=sex, threshold=null;OK
2021-08-25 11:32:05.761;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatenegative;5925;[13] recordIndex=0, spam=sex, threshold=1.2;OK
2021-08-25 11:32:12.081;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatenegative;6017;[14] recordIndex=0, spam=sex, threshold=600;OK
2021-08-25 11:32:18.292;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatenegative;5912;[15] recordIndex=0, spam=sex, threshold=-600;OK
;;updatenegative Average;5975,4;;
2021-08-25 11:29:20.124;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7964;[1] recordIndex=0, spam=s, threshold=0.0;OK
2021-08-25 11:29:27.478;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;6979;[2] recordIndex=0, spam=s, threshold=1;OK
2021-08-25 11:29:35.146;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7369;[3] recordIndex=0, spam=sex, threshold=0.1;OK
2021-08-25 11:29:42.952;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7510;[4] recordIndex=0, spam=sex, threshold=0;OK
2021-08-25 11:29:50.663;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7429;[5] recordIndex=0, spam=sex, threshold=1;OK
2021-08-25 11:29:58.052;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7059;[6] recordIndex=0, spam=sex, threshold=0.5;OK
2021-08-25 11:30:05.841;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7490;[7] recordIndex=0, spam=million dollars, threshold=0;OK
2021-08-25 11:30:13.093;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;6951;[8] recordIndex=0, spam=sex,million dollars,viagra, threshold=0.1;OK
2021-08-25 11:30:20.973;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7571;[9] recordIndex=0, spam=sex,hard core,nigeria, threshold=1;OK
2021-08-25 11:30:28.295;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;6989;[10] recordIndex=0, spam=sex,million dollars,viagra,nigeria,cialis, threshold=0.5;OK
2021-08-25 11:30:36.129;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7518;[11] recordIndex=0, spam=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, threshold=1;OK
2021-08-25 11:30:43.914;acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest;updatepositive;7462;[12] recordIndex=0, spam=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, threshold=0;OK
;;updatepositive Average;7357,583333;;
2021-08-25 11:32:52.601;acme.testing.administrator.dashboard.AdministratorShowDashboardTest;administratoDashboardPositive;3348;administratoDashboardPositive();OK
;;administratoDashboardPositive Average;3348;;
2021-08-25 11:32:44.999;acme.testing.administrator.dashboard.AdministratorShowDashboardTest;managerDashboardNegative;4035;[1] user=manager1, password=manager1;OK
2021-08-25 11:32:48.968;acme.testing.administrator.dashboard.AdministratorShowDashboardTest;managerDashboardNegative;3673;[2] user=employer1, password=employer1;OK
;;managerDashboardNegative Average;3854;;
2021-08-25 11:54:42.001;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1779;[1] recodIndex=0, author=null, text=null, info=null;OK
2021-08-25 11:54:44.143;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1825;[2] recodIndex=0, author=Paco, text=test author negativo, info=null;OK
2021-08-25 11:54:46.289;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1860;[3] recodIndex=0, author=Paco, text=test author negativo, info=http://www.sample-app.com;OK
2021-08-25 11:54:48.453;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1868;[4] recodIndex=0, author=Ana, text=test author negativo, info=null;OK
2021-08-25 11:54:50.589;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1837;[5] recodIndex=0, author=Ana, text=test author negativo, info=http://www.sample-app.com;OK
2021-08-25 11:54:52.716;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1826;[6] recodIndex=0, author=este es un autor con 25 lt, text=test author negativo, info=null;OK
2021-08-25 11:54:54.855;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1857;[7] recodIndex=0, author=este es un autor con 25 lt, text=test author negativo, info=http://www.sample-app.com;OK
2021-08-25 11:54:56.974;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1794;[8] recodIndex=0, author=null, text=test author negativo, info=null;OK
2021-08-25 11:54:59.096;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1822;[9] recodIndex=0, author=null, text=test author negativo, info=http://www.sample-app.com;OK
2021-08-25 11:55:01.217;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1837;[10] recodIndex=0, author=Test texto, text=null, info=http://www.sample-app.com;OK
2021-08-25 11:55:03.317;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1799;[11] recodIndex=0, author=Test texto, text=null, info=null;OK
2021-08-25 11:55:05.458;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1843;[12] recodIndex=0, author=Test texto, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:55:07.71;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1921;[13] recodIndex=0, author=Test texto, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.sample-app.com;OK
2021-08-25 11:55:09.837;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1826;[14] recodIndex=0, author=Test texto, text=este es un texto con 102 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:55:12.027;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1892;[15] recodIndex=0, author=Test link, text=testing link, info=este no es un link;OK
2021-08-25 11:55:14.112;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1783;[16] recodIndex=0, author=Paco, text=null, info=null;OK
2021-08-25 11:55:16.221;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1827;[17] recodIndex=0, author=Paco, text=null, info=http://www.sample-app.com;OK
2021-08-25 11:55:18.363;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1862;[18] recodIndex=0, author=Paco, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:55:20.552;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1885;[19] recodIndex=0, author=Paco, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.sample-app.com;OK
2021-08-25 11:55:22.651;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1799;[20] recodIndex=0, author=este es un autor con 25 lt, text=null, info=null;OK
2021-08-25 11:55:24.811;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1859;[21] recodIndex=0, author=este es un autor con 25 lt, text=null, info=http://www.sample-app.com;OK
2021-08-25 11:55:26.951;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1856;[22] recodIndex=0, author=este es un autor con 25 lt, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:55:29.129;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1892;[23] recodIndex=0, author=este es un autor con 25 lt, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.sample-app.com;OK
2021-08-25 11:55:31.24;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1826;[24] recodIndex=0, author=Paco, text=null, info=este no es un link;OK
2021-08-25 11:55:33.478;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1890;[25] recodIndex=0, author=Paco, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=esto no es un link;OK
2021-08-25 11:55:35.584;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1809;[26] recodIndex=0, author=este es un autor con 25 lt, text=null, info=esto no es un link;OK
2021-08-25 11:55:37.756;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1890;[27] recodIndex=0, author=este es un autor con 25 lt, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=esto no es un link;OK
2021-08-25 11:55:39.881;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1823;[28] recodIndex=0, author=sex a a a a a a a a, text=test spam word, info=null;OK
2021-08-25 11:55:42.064;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1871;[29] recodIndex=0, author=test spam word, text=sex a a a a a a a a, info=null;OK
2021-08-25 11:55:44.179;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1832;[30] recodIndex=0, author=sex a a a a a a a a, text=sex a a a a a a a a, info=null;OK
2021-08-25 11:55:46.307;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1842;[31] recodIndex=0, author=million dollars a a a a a a a, text=test spam word, info=null;OK
2021-08-25 11:55:48.444;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1838;[32] recodIndex=0, author=million dollars a a a a a a a, text=million dollars a a a a a a a, info=null;OK
;;createNegative Average;1842,8125;;
2021-08-25 11:52:39.101;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3848;[1] recordIndex=7, author=Marta, text=comprobacion de autor, info=null;OK
2021-08-25 11:52:43.32;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3942;[2] recordIndex=8, author=Marta, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:52:46.954;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3346;[3] recordIndex=9, author=este autor contiene 25 lt, text=comprobacion de autor, info=null;OK
2021-08-25 11:52:50.576;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3312;[4] recordIndex=10, author=este autor contiene 25 lt, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:52:54.801;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3935;[5] recordIndex=11, author=Marcos, text=comprobacion de autor con 6 letras, info=null;OK
2021-08-25 11:52:58.435;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3332;[6] recordIndex=12, author=Marcos, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:02.052;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3319;[7] recordIndex=13, author=este autor contiene 24lt, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:05.723;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3306;[8] recordIndex=14, author=este autor contiene 24lt, text=comprobacion de autor sin link, info=null;OK
2021-08-25 11:53:09.345;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3317;[9] recordIndex=15, author=Test texto, text=m, info=null;OK
2021-08-25 11:53:13.03;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3375;[10] recordIndex=16, author=Test texto, text=m, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:18.239;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4910;[11] recordIndex=17, author=Test texto, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:53:22.88;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4323;[12] recordIndex=18, author=Test texto, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:27.474;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4292;[13] recordIndex=19, author=Test texto, text=mm, info=null;OK
2021-08-25 11:53:32.114;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4354;[14] recordIndex=20, author=Test texto, text=mm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:37.312;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4896;[15] recordIndex=21, author=Test texto, text=este es un texto con 99 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:53:41.921;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4258;[16] recordIndex=22, author=Test texto, text=este es un texto con 99 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:47.165;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4913;[17] recordIndex=23, author=Marta, text=m, info=null;OK
2021-08-25 11:53:51.837;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4353;[18] recordIndex=24, author=Marta, text=m, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:56.488;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4318;[19] recordIndex=25, author=Marta, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:54:01.801;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4933;[20] recordIndex=26, author=Marta, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:06.32;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4213;[21] recordIndex=27, author=este autor contiene 25 lt, text=m, info=null;OK
2021-08-25 11:54:11.57;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4902;[22] recordIndex=28, author=este autor contiene 25 lt, text=m, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:16.754;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4844;[23] recordIndex=29, author=este autor contiene 25 lt, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:54:21.413;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4308;[24] recordIndex=30, author=este autor contiene 25 lt, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:26.016;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4302;[25] recordIndex=31, author=sex a a a a a a a a a, text=test spam words, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:30.616;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4280;[26] recordIndex=32, author=test spam words, text=sex a a a a a a a a a, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:35.309;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4363;[27] recordIndex=33, author=sex a a a a a a a a a, text=sex a a a a a a a a a, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:39.898;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4271;[28] recordIndex=34, author=test spam words, text=million dollars a a a a a a a a, info=http://www.lavaderoSevilla.com;OK
;;createPositive Average;4145,178571;;
2021-08-25 11:52:06.025;acme.testing.anonymous.shout.AnonymousShoutListTest;listAnonymousNegative;3599;[1] user=manager1, password=manager1;OK
2021-08-25 11:52:09.908;acme.testing.anonymous.shout.AnonymousShoutListTest;listAnonymousNegative;3600;[2] user=employer1, password=employer1;OK
;;listAnonymousNegative Average;3599,5;;
2021-08-25 11:51:49.948;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1723;[1] recordIndex=0, moment=2021/08/18 12:30, author=Marta Design, text=I have to study for the exams, info=https://www.informatica.us.es/;OK
2021-08-25 11:51:51.975;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1710;[2] recordIndex=1, moment=2021/08/18 19:39, author=John Doe, text=I'm happy!, info=null;OK
2021-08-25 11:51:53.989;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1700;[3] recordIndex=2, moment=2021/08/19 11:30, author=Manuel Rodriguez, text=Good morning! This is a fantastic app, info=http://www.sample-app.com;OK
2021-08-25 11:51:56.12;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1846;[4] recordIndex=3, moment=2021/08/19 15:55, author=Jane Doe, text=I have to clean the car, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:51:58.108;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1695;[5] recordIndex=4, moment=2021/08/20 00:00, author=Foo Bar, text=Just turning 50!, info=null;OK
2021-08-25 11:52:00.155;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1746;[6] recordIndex=5, moment=2021/08/20 12:30, author=Leslie Design-Testing, text=There are great movies, info=https://www.netflix.com/;OK
2021-08-25 11:52:02.119;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1688;[7] recordIndex=6, moment=2021/08/21 12:30, author=Leslie Design, text=I have to go to the dry cleaner!, info=http://cleanApp.com;OK
;;ListRecent Average;1729,714286;;
2021-08-25 11:56:29.431;acme.testing.anonymous.task.AnonymousTaskListTest;listAnonymousNegative;3673;[1] user=manager1, password=manager1;OK
2021-08-25 11:56:33.421;acme.testing.anonymous.task.AnonymousTaskListTest;listAnonymousNegative;3694;[2] user=employer1, password=employer1;OK
;;listAnonymousNegative Average;3683,5;;
2021-08-25 11:56:13.687;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2750;[1] recordIndex=0, title=Developing my application, description=I have to finish developing my application, initialPeriod=2021/08/19 17:50, finalPeriod=2021/09/21 19:55, Link=http://www.sample-app.com;OK
2021-08-25 11:56:16.672;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2648;[2] recordIndex=1, title=Clean the car, description=I have to clean the car, initialPeriod=2021/08/15 17:50, finalPeriod=2021/09/23 18:55, Link=http://lavaderosSevilla.com;OK
2021-08-25 11:56:19.659;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2690;[3] recordIndex=2, title=Do exercises, description=I have to finish the dp delivery, initialPeriod=2021/08/21 17:50, finalPeriod=2021/09/18 18:55, Link=http://www.sample-app.com;OK
2021-08-25 11:56:22.536;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2589;[4] recordIndex=3, title=Study the math test, description=I have to study this month, initialPeriod=2021/07/28 13:50, finalPeriod=2021/09/20 17:55, Link=http://mathExams.com;OK
2021-08-25 11:56:25.457;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2598;[5] recordIndex=4, title=Study the math exam, description=I have to study the math exam, initialPeriod=2021/06/21 19:50, finalPeriod=2021/09/21 19:50, Link=null;OK
;;ListRecent Average;2655;;
2021-08-25 11:33:16.041;acme.testing.authenticated.task.AuthenticatedTaskListTest;listNegativeAuthenticated;392;[1] recordIndex=0, user=administrator, password=administrator;OK
2021-08-25 11:33:16.63;acme.testing.authenticated.task.AuthenticatedTaskListTest;listNegativeAuthenticated;264;[2] recordIndex=1, user=employer1, password=employer1;OK
;;listNegativeAuthenticated Average;328;;
2021-08-25 11:33:24.199;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;7258;[1] recordIndex=0, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workload=1.00, link=null;OK
2021-08-25 11:33:30.697;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6066;[2] recordIndex=1, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 13:45, workload=1.15, link=http://lavaderos.com;OK
2021-08-25 11:33:37.138;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6080;[3] recordIndex=2, title=Buy vegetables, description=I have to go to the supermarket, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workload=24.00, link=http://supermarketOnline.com;OK
2021-08-25 11:33:43.518;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6067;[4] recordIndex=3, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workload=11.25, link=null;OK
2021-08-25 11:33:50.01;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6147;[5] recordIndex=4, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workload=1.34, link=null;OK
2021-08-25 11:33:56.651;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6170;[6] recordIndex=5, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workload=8.59, link=http://www.sample-app.com;OK
;;listPublicFinishedTasks Average;6298;;
2021-08-25 11:37:40.264;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4546;[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workloadInHours=null, Link=null, isPublic=false;OK
2021-08-25 11:37:45.46;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4897;[2] recordIndex=0, title=null, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:37:50.678;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4887;[3] recordIndex=0, title=este titulo tiene 80 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:37:55.876;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;4912;[4] recordIndex=0, title=sex, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
