timestamp;test-class;test-method;time;description;result
2021-08-25 11:56:21.979;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1800;[15] recodIndex=0, author=Test link, text=testing link, info=este no es un link;OK
2021-08-25 11:56:24.08;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1819;[16] recodIndex=0, author=Paco, text=null, info=null;OK
2021-08-25 11:56:26.167;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1808;[17] recodIndex=0, author=Paco, text=null, info=http://www.sample-app.com;OK
2021-08-25 11:56:28.349;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1894;[18] recodIndex=0, author=Paco, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:56:30.525;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1862;[19] recodIndex=0, author=Paco, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.sample-app.com;OK
2021-08-25 11:56:32.678;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1869;[20] recodIndex=0, author=este es un autor con 25 lt, text=null, info=null;OK
2021-08-25 11:56:34.768;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1805;[21] recodIndex=0, author=este es un autor con 25 lt, text=null, info=http://www.sample-app.com;OK
2021-08-25 11:56:36.97;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1918;[22] recodIndex=0, author=este es un autor con 25 lt, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:56:39.131;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1879;[23] recodIndex=0, author=este es un autor con 25 lt, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.sample-app.com;OK
2021-08-25 11:56:41.266;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1872;[24] recodIndex=0, author=Paco, text=null, info=este no es un link;OK
2021-08-25 11:56:43.39;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1828;[25] recodIndex=0, author=Paco, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=esto no es un link;OK
2021-08-25 11:56:45.54;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1880;[26] recodIndex=0, author=este es un autor con 25 lt, text=null, info=esto no es un link;OK
2021-08-25 11:56:47.716;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1893;[27] recodIndex=0, author=este es un autor con 25 lt, text=este es un texto con 101 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=esto no es un link;OK
2021-08-25 11:56:49.831;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1846;[28] recodIndex=0, author=sex a a a a a a a a, text=test spam word, info=null;OK
2021-08-25 11:56:51.923;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1810;[29] recodIndex=0, author=test spam word, text=sex a a a a a a a a, info=null;OK
2021-08-25 11:56:54.045;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1849;[30] recodIndex=0, author=sex a a a a a a a a, text=sex a a a a a a a a, info=null;OK
2021-08-25 11:56:56.139;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1816;[31] recodIndex=0, author=million dollars a a a a a a a, text=test spam word, info=null;OK
2021-08-25 11:56:58.278;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createNegative;1872;[32] recodIndex=0, author=million dollars a a a a a a a, text=million dollars a a a a a a a, info=null;OK
;;Promedio createNegative;1841,5;;
2021-08-25 11:53:57.739;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3260;[1] recordIndex=7, author=Marta, text=comprobacion de autor, info=null;OK
2021-08-25 11:54:01.313;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3288;[2] recordIndex=8, author=Marta, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:04.87;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3294;[3] recordIndex=9, author=este autor contiene 25 lt, text=comprobacion de autor, info=null;OK
2021-08-25 11:54:08.449;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3295;[4] recordIndex=10, author=este autor contiene 25 lt, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:12.012;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3264;[5] recordIndex=11, author=Marcos, text=comprobacion de autor con 6 letras, info=null;OK
2021-08-25 11:54:15.577;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3293;[6] recordIndex=12, author=Marcos, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:19.163;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3325;[7] recordIndex=13, author=este autor contiene 24lt, text=comprobacion de autor con link, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:22.8;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3321;[8] recordIndex=14, author=este autor contiene 24lt, text=comprobacion de autor sin link, info=null;OK
2021-08-25 11:54:26.338;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3280;[9] recordIndex=15, author=Test texto, text=m, info=null;OK
2021-08-25 11:54:29.911;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;3260;[10] recordIndex=16, author=Test texto, text=m, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:34.346;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4148;[11] recordIndex=17, author=Test texto, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:54:38.853;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4215;[12] recordIndex=18, author=Test texto, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:43.25;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4106;[13] recordIndex=19, author=Test texto, text=mm, info=null;OK
2021-08-25 11:54:47.715;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4164;[14] recordIndex=20, author=Test texto, text=mm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:54:52.204;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4201;[15] recordIndex=21, author=Test texto, text=este es un texto con 99 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:54:56.672;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4169;[16] recordIndex=22, author=Test texto, text=este es un texto con 99 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:01.18;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4196;[17] recordIndex=23, author=Marta, text=m, info=null;OK
2021-08-25 11:55:05.656;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4217;[18] recordIndex=24, author=Marta, text=m, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:10.103;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4163;[19] recordIndex=25, author=Marta, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:55:14.58;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4216;[20] recordIndex=26, author=Marta, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:19.031;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4188;[21] recordIndex=27, author=este autor contiene 25 lt, text=m, info=null;OK
2021-08-25 11:55:23.507;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4208;[22] recordIndex=28, author=este autor contiene 25 lt, text=m, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:27.924;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4151;[23] recordIndex=29, author=este autor contiene 25 lt, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=null;OK
2021-08-25 11:55:32.413;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4183;[24] recordIndex=30, author=este autor contiene 25 lt, text=este es un texto con 100 caracteres mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:36.911;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4225;[25] recordIndex=31, author=sex a a a a a a a a a, text=test spam words, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:41.353;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4181;[26] recordIndex=32, author=test spam words, text=sex a a a a a a a a a, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:45.812;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4199;[27] recordIndex=33, author=sex a a a a a a a a a, text=sex a a a a a a a a a, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:55:50.321;acme.testing.anonymous.shout.AnonymousShoutCreateTest;createPositive;4219;[28] recordIndex=34, author=test spam words, text=million dollars a a a a a a a a, info=http://www.lavaderoSevilla.com;OK
;;Promedio createPositive;3865,321429;;
2021-08-25 11:53:39.371;acme.testing.anonymous.shout.AnonymousShoutListTest;listAnonymousNegative;3637;[1] user=manager1, password=manager1;OK
2021-08-25 11:53:43.225;acme.testing.anonymous.shout.AnonymousShoutListTest;listAnonymousNegative;3587;[2] user=employer1, password=employer1;OK
;;Promedio listAnonymousNegative;3612;;
2021-08-25 11:53:23.088;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1681;[1] recordIndex=0, moment=2021/08/18 12:30, author=Marta Design, text=I have to study for the exams, info=https://www.informatica.us.es/;OK
2021-08-25 11:53:25.161;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1786;[2] recordIndex=1, moment=2021/08/18 19:39, author=John Doe, text=I'm happy!, info=null;OK
2021-08-25 11:53:27.321;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1752;[3] recordIndex=2, moment=2021/08/19 11:30, author=Manuel Rodriguez, text=Good morning! This is a fantastic app, info=http://www.sample-app.com;OK
2021-08-25 11:53:29.343;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1749;[4] recordIndex=3, moment=2021/08/19 15:55, author=Jane Doe, text=I have to clean the car, info=http://www.lavaderoSevilla.com;OK
2021-08-25 11:53:31.45;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1716;[5] recordIndex=4, moment=2021/08/20 00:00, author=Foo Bar, text=Just turning 50!, info=null;OK
2021-08-25 11:53:33.438;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1672;[6] recordIndex=5, moment=2021/08/20 12:30, author=Leslie Design-Testing, text=There are great movies, info=https://www.netflix.com/;OK
2021-08-25 11:53:35.399;acme.testing.anonymous.shout.AnonymousShoutListTest;ListRecent;1663;[7] recordIndex=6, moment=2021/08/21 12:30, author=Leslie Design, text=I have to go to the dry cleaner!, info=http://cleanApp.com;OK
;;Promedio ListRecent;1717;;
2021-08-25 11:57:27.52;acme.testing.anonymous.task.AnonymousTaskListTest;listAnonymousNegative;3569;[1] user=manager1, password=manager1;OK
2021-08-25 11:57:32.371;acme.testing.anonymous.task.AnonymousTaskListTest;listAnonymousNegative;4552;[2] user=employer1, password=employer1;OK
;;Promedio listAnonymousNegative;4060,5;;
2021-08-25 11:57:12.118;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2623;[1] recordIndex=0, title=Developing my application, description=I have to finish developing my application, initialPeriod=2021/08/19 17:50, finalPeriod=2021/09/21 19:55, Link=http://www.sample-app.com;OK
2021-08-25 11:57:15.056;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2623;[2] recordIndex=1, title=Clean the car, description=I have to clean the car, initialPeriod=2021/08/15 17:50, finalPeriod=2021/09/23 18:55, Link=http://lavaderosSevilla.com;OK
2021-08-25 11:57:17.917;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2596;[3] recordIndex=2, title=Do exercises, description=I have to finish the dp delivery, initialPeriod=2021/08/21 17:50, finalPeriod=2021/09/18 18:55, Link=http://www.sample-app.com;OK
2021-08-25 11:57:20.814;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2619;[4] recordIndex=3, title=Study the math test, description=I have to study this month, initialPeriod=2021/07/28 13:50, finalPeriod=2021/09/20 17:55, Link=http://mathExams.com;OK
2021-08-25 11:57:23.674;acme.testing.anonymous.task.AnonymousTaskListTest;ListRecent;2593;[5] recordIndex=4, title=Study the math exam, description=I have to study the math exam, initialPeriod=2021/06/21 19:50, finalPeriod=2021/09/21 19:50, Link=null;OK
;;Promedio ListRecent;2610,8;;
2021-08-25 11:33:37.022;acme.testing.authenticated.task.AuthenticatedTaskListTest;listNegativeAuthenticated;337;[1] recordIndex=0, user=administrator, password=administrator;OK
2021-08-25 11:33:37.668;acme.testing.authenticated.task.AuthenticatedTaskListTest;listNegativeAuthenticated;321;[2] recordIndex=1, user=employer1, password=employer1;OK
;;Promedio listNegativeAuthenticated;329;;
2021-08-25 11:33:45.409;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;7373;[1] recordIndex=0, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workload=1.00, link=null;OK
2021-08-25 11:33:52.282;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6458;[2] recordIndex=1, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 13:45, workload=1.15, link=http://lavaderos.com;OK
2021-08-25 11:33:58.716;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6123;[3] recordIndex=2, title=Buy vegetables, description=I have to go to the supermarket, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workload=24.00, link=http://supermarketOnline.com;OK
2021-08-25 11:34:04.971;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;5978;[4] recordIndex=3, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workload=11.25, link=null;OK
2021-08-25 11:34:11.32;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6073;[5] recordIndex=4, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workload=1.34, link=null;OK
2021-08-25 11:34:17.993;acme.testing.authenticated.task.AuthenticatedTaskListTest;listPublicFinishedTasks;6304;[6] recordIndex=5, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workload=8.59, link=http://www.sample-app.com;OK
;;Promedio listPublicFinishedTasks;6384,833333;;
2021-08-25 11:38:18.291;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;6662;[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workloadInHours=null, Link=null, isPublic=false;OK
2021-08-25 11:38:25.812;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;6971;[2] recordIndex=0, title=null, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:33.527;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;7066;[3] recordIndex=0, title=este titulo tiene 80 caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
2021-08-25 11:38:39.825;acme.testing.manager.task.ManagerTaskCreateTest;createNegative;5720;[4] recordIndex=0, title=sex, description=test titulo, periodInitial=2022/06/30 17:50, periodFinal=2022/10/31 18:55, workloadInHours=24.10, Link=http://www.sample-app.com/, isPublic=true;OK
